发布时间,正文
2021-11-03 12:29:22,重整制度应当着眼于最大限度地发挥债务人的运营价值，同时盘活企业存量、拓展增量，而资源、品牌、团队系评判债务人是否具备重整价值的核心要素。在重整制度中，债权人、债务人、投资者之间应当形成利益共同体，才能顺利推进重整程序。重整计划草案的制定。重整计划的性质与效力：重整计划是各组债权人，包括出资人分别与债务人经由会议决议方式达成的合意。重整计划源于意思自治，经由法院审查批准而生效，从而赋予其法定约束力和执行力。重整计划的调整和变更亦需尊重意思自治和法定流程，并经法院审查批准。投资者选定。投资者并非必须公开招募，尤其在预重整程序中，可以组织主要债权人与投资者协商，以确定投资者和投资方案，有利于减少债务人的信用贬损，增加投资方案的可行性。投资者的选定是否必须适用“价高者得”选任机制。可以不适用“价高者得”的若干情形：后续运营的考量、债务人营业再生、转股债权人利益。考评委员会的组成。考评委员会的成员尽可能找寻企业重整后的利益相关方，视情况邀请地方政府参与，但由真正的利益相关方主导投资者的选定为宜，管理人视情况参与投资者的选任，法官不宜作为考评委员会成员。重整计划草案的制定包括管理人、债务人制定。债务人继续营业时，若决定由债务人制定重整计划草案，可以预先确定债务人制定的流程。管理人制定时，按投资者商定条件起草，经征求债委会意见，并注意获得投资者及其担保人的确认书。现有框架下的其他模式探索：金融机构债权人委员会制定、投资者制定、债权人参与制定等。重整计划草案的内容。经营方案总体上强调切实可行，可由投资者起草，涉及分期履行时尤需关注。在制定评估报告，确定清偿率时，评估范围、基准日均需要重点考虑。债权清偿方案则需要注意债权的排序、变异和清偿方式。债权清偿顺位的总体结构：超级优先权（享有优先权的购房消费者，其责任财产为债务人全部财产）、特定财产担保的债权（法定优先权；法定担保物权；意定担保物权：抵押、质押、所有权保留、融资租赁、让与担保、保理）、一般财产担保的债权【破产费用、共益债务；职工债权；税收债权；普通债权；劣后债权三项顺位原则（私与公；人身与财产；补偿与惩罚）】、股东权益。重整计划中的价值取向和利益平衡，尊重过往：绝对优先（债权排序）；把握当下：平衡各方利益，不损害反对者利益；考察未来：可行性（债务人利益）。重整计划的表决。多个重整计划草案的竞争评价。内容考察：清偿比例/方式，清偿保障，未来前景等差异。程序上，不建议将不同投资人的重整计划提交债权人会议表决，容易产生僵局。债权人会议表决。分组方法：可以根据实际情况增设表决组别，但应将同性质债权放置在同一组。表决权的计算：建议以担保物的价值作为担保债权组表决权确定依据，理由：担保物权人享有的权益，以担保物的交换价值为限，该部分债权归入有财产担保组行使表决权；超出担保物价值所担保的债权若依法可转为普通债权，则应归入普通债权组行使表决权，否则，有违破产法不同性质债权进入不同组表决的规则。特殊事项：表决的撤回、反悔，可将投票视为一种承诺行为，在承诺到达以后则无法撤回。重整计划的批准。正常批准，《企业破产法》第八十六条、《全国法院破产审判工作会议纪要》第17条。强制批准，《企业破产法》第八十七条、《全国法院破产审判工作会议纪要》第18条。正常批准与强制批准的共同界限，程序合法：信息披露（充分、及时）与表决权行使；内容合法：尊重非破产法规范与利益平衡；可行性：经营方案。批准界限之各方利益平衡。担保债权人作为既得利益者适度让利给未来获益者，其应当获得迟延价值补偿方为公允。优先债权人按照债权顺位规则分配。普通债权人则更多面临最佳利益规则、公平对待原则的检视。债务人股东则需考虑绝对优先规则的适用。正常批准：重在违法性阻却事由的审查。强制批准：少数人保护+阻碍禁止（若反对组已被合理保护，反对无效，拟制同意）。强制批准的边界，考虑效率优先兼顾公平：满足清算地板规则、整体利益高于个体利益 、反对者的程序救济（组织听证程序）。重整计划的执行。重整计划对已申报债权人、未申报债权人均具有约束力，实践中，对未知未申报债权人，存在通过设立基金予以清偿的情况。重整期间新增债权人。包括新融资债权人、继续经营模式下正常交易债权人以及其他新增债权人，绝大多数可以纳入共益债务的范畴，对其权利重整计划不能做出调整，按照合同约定或法律规定清偿。重整计划如需做出特别安排，则需取得前述债权人的同意。重整计划执行期间新增债权人，原则上重整计划对其不具有约束力。例外情形下， 譬如对重整计划执行期间引进的新融资，之前在重整计划中已经做出特别约定，自应尊重其约定，并承认其拘束力。对债权人的保护与约束。实体上，留债清偿类似银行贷款中的“借新还旧”，债权人与债务人达成新的还款协议，留债清偿实施过程中若发生违约，不视为重整计划执行失败，债权人可通过诉讼或仲裁解决。同时，必须约束债权人违反重整计划擅自行权。程序上，债权人不得另行启动诉讼或仲裁行权，债权人可诉讼类型更多限于债权确认之诉。重整计划变更可更具开放性，投资者可以变更、增加，保障措施、偿债内容（偿债比例、期限）也可以变更，其他如交割条款变更、监管措施调整、债转股或股转债的变更等都应有自治空间。重整计划执行完毕，将发生债务豁免完成、债权人损失确定、重组收益确定、债务人信用复归等系列效果。
2021-11-07 11:19:59,今年做的最好的一笔交易。。当时也没想卖在顶点，只是想卖在一个相对高点，看到上涨乏力就赶紧卖了。。
2021-11-07 18:09:43,钢铁加工费高点出现在9月下半月，产量平控叠加双控使得钢铁生产受到很大约束，当时整体供应受限幅度可能超过20%。10月后双控限电略有放开，供应边际放松，加工费回落，而近两周加工费进一步走低，部分地区钢企出现亏损减产，这与需求进一步下行有关。上周钢铁表需同比降幅高达23%，建筑钢成交同比下降超过30%，已经明显超过行政限产导致的供应收缩力度，因此导致钢铁吨毛利快速下行。因此即便未来继续行政限产，可能也无法对冲需求的下行，何况行政限产本身也存在很大不确定性。没想到钢铁这么快就不行了，周期股周期是真的快。。
2021-11-09 18:53:33,钢铁股高点出现在9月上旬，而螺纹钢的阶段性高点则在10月上旬、吨毛利的高点在9月下半月，从结果来看，股票市场领先基本面的变化。看期货炒股的都套牢站岗了。。
2021-11-11 20:30:00,重整有个好爸爸是关键，一路绿灯保驾护航圆满结束，但也有个问题，就是国企破整毫无秘密可言，一大堆的知情人，市场提前反应利好利空，内幕资金到处都是。。。一、预重整与重整程序无缝衔接 预重整工作成果有效延续至重整程序 预重整期间，广州中院指导、督促临时管理人同步开展清产核资、债权申报与审核、引进投资人、与主要债权人谈判、上市公司重整受理报批、制定预重整方案等工作。在重整受理前，广州浪奇的清产核资、债权申报和审查、审计评估以及引进战略投资人、上市公司重整受理报批事宜、制定预重整方案等多项工作均已完成。预重整期间形成的上述工作成果在重整程序全部得以延续，广州浪奇根据预重整方案迅速制定了重整计划草案并在第一次债权人会议表决通过。从广州中院作出预重整决定之日到最终裁定批准重整计划并终止重整程序，重整程序用时仅43天。这为广州浪奇恢复持续经营，稳定二级市场股价、保住上市资格奠定坚实基础。 预重整方案征集投票提前锁定关键票 在预重整期间，经与战略投资人、主要债权人、债务人多轮艰苦谈判协商，临时管理人协助广州浪奇制定预重整方案，征集各主要债权人特别是银行债权人对预重整方案的表决票，最终获得18家主要债权人对预重整方案的表决同意，其债权金额占重整程序中有表决权债权总额的69.54%。因重整计划草案中关于债务清偿方案、经营方案等主要条款与预重整方案一致，根据《全国法院民商事审判工作会议纪要》精神，广州中院在第一次债权人会议上经询问债权人意见后当庭宣布该18家债权人对预重整方案的表决同意视为其对重整计划草案的同意，无需再对重整计划草案投票。18家债权人对法庭该项决定均无异议。二、严格督促债务人依法履行信息披露义务因上市公司信息披露涉及众多投资者、债权人的利益，且与广州浪奇股价息息相关，预重整、重整期间，广州中院要求债务人、管理人切实履行职责，特别是监督债务人广州浪奇在预重整方案和重整计划草案制定过程中，严格按照上市公司信息披露规则及破产法相关规定依法履行信息披露义务，并要求债务人、管理人对重大经营决策事项及时向人民法院报告，确保广州浪奇信息披露合法、全面、真实，切实保障投资者、债权人、债务人等利益相关主体的合法权益。三、依托广州破产工作协作机制高效办理破产事务 高效推进重整受理报批事宜 根据最高人民法院《关于审理上市公司破产重整案件工作座谈会纪要》，裁定受理上市公司破产重整需证券监督部门通报材料，并层报最高人民法院审批。为加快重整报批进程，广州中院依托广州破产工作协作机制，迅速建立沟通协调渠道，起草并指导、督促债务人、临时管理人迅速报送通报材料。因准备充分，沟通顺畅，本案从呈报审批到正式受理用时仅一个多月，为广州浪奇尽早进入重整争取了宝贵时间。 金融债权人委员会提前参与危机化解 早在预重整程序中，广州中院依托广州破产工作协作机制，指导债务人、临时管理人积极与广东银保监局沟通协调，19家金融债权人自行发起成立金融债权人委员会，提前参与广州浪奇的危机化解工作。经金融债权人委员会协商一致，同意在预重整期间保持一致行动，非经委员会同意，不对债务人财产采取查封、扣押、冻结，或对债务人提起诉讼等行为，使广州浪奇资产免于被抢先执行，使对重整程序至关重要的资产得以保全。四、保障债务人正常生产经营秩序广州浪奇在预重整、重整期间持续正常经营。为保障生产经营不受预重整、重整程序的影响，广州中院一方面指导债务人、临时管理人与金融债权人委员会协商谈判，争取到金融债权人给予广州浪奇必要的、风险可控的收回再贷、展期续贷等信贷支持，为广州浪奇维持正常的生产经营提供了重要支持。另一方面，指导管理人秉承“为生产经营需要、不损害债权人利益、有助于实现债务人财产最大化、有助于实现重整目标”原则，审慎核查后同意广州浪奇继续履行51份未履行完毕的合同，在保障债权人利益的基础上，维持广州浪奇的正常生产经营。五、广州中院“智破”系统助力重整计划草案高效表决截至2021年11月9日广州浪奇第一次债权人会议召开，依法向管理人申报债权的债权人共150家。在疫情防控背景下，为充分保障每一位债权人的参会权和表决权，广州中院依托智慧破产审理系统，以“线上+现场”方式召开债权人会议，并指导管理人提前将会议资料上传至广州中院“智破”系统，保障全体债权人的知情权。会议当天，全国各地93家债权人通过广州中院“智破”系统线上参加第一次债权人会议，依法对债务人、管理人进行询问，并对重整计划草案进行投票表决。截止11月9日下午18时，有表决权的106家债权人全部表决完毕，经即时统计，广州浪奇重整计划草案获所有表决组高票通过。据了解，在全国范围内，广州浪奇是第81家重整计划获人民法院裁定批准的上市公司。下一步，将由广州浪奇管理人监督广州浪奇执行重整计划。来源 | 广州中院新媒体工作室素   材 | 广州破产法庭通讯员 | 任慧星摄   影 | 彭   勇责   编 | 谢君源编   辑 | 戴晶娜
2021-11-14 10:57:59,综合来看，钢铁需求萎缩导致的钢铁减产加上铁矿去库，可能带来20-30%的铁矿需求进一步萎缩，届时铁矿石需求水平将与2015年四季度相当，对应低于$50的铁矿石价格。印象中，中泰钢铁是第一个唱空钢铁板块的，真是券商研究的一股泥石流。。
2021-11-14 12:24:23,1、对于生猪这个品种而言，供应决定需求，我们要想清楚这个逻辑！对于需求来说，人们平均需求是减少的，但是这个幅度变化很小，也很慢，所以决定生猪价格主导是供应，也就是有多少猪，决定了什么样的猪价，而不是人们需求多少决定的！就像20年，21年，20年是人们不需求这么多猪肉了吗，肯定不是，而是猪少了，价格高了。21年猪肉需求就成倍增加了，肯定也不是，而是猪多了，价格低了，吃的多了！2、对于10月初以来的涨价，单纯说靠养殖户抗价是不理智的，当时网络很多对10月猪价不看好的，造成养殖户8月9月生猪的超卖，给猪价砸个坑，而冬季对大猪需求量大，大猪短期的无法有效供应，大猪价格带着标猪往上涨，就像弹簧一下，压的越低，反弹力度越大！目前生猪价格从5块涨到9块，涨了快一倍，我想这个价格一个月前很多人是不敢想的！数据是一方面，网络对整个市场的引导也快导致周期内猪价的变化，但不影响大周期，因为人性一直从未变化！目前主流观点是猪周期明年年中才可能确定底部，行业这几年融资储备了大批现金，不消耗完无法有效出清。。
2021-11-17 08:15:53,火爆到低迷只需要十天，如果继续这么下去，钢铁股是完蛋了
2021-11-18 20:23:52,历史上周期股领先商品见顶时，平均领先四个月
2021-11-19 11:26:10,几年前的酱油哥，如今的徐翔，还有一大堆的资本大佬，搞二级市场的投资投机都可以，但想参与公司治理，必须突破层层阻碍才有可能。a股一些管理层在搞经营方面水平低下，搞内斗方面却水平极高，拿着公司的钱跟大股东对着干，这是传统艺能了。二级投资者社会地位好像就没怎么提高过，反而时不时被抓出来批斗，职业股民这身份可能还比不上无业游民。。
2021-11-19 20:04:39,星星这做事效率，还有什么是做不成的，。。。
2021-11-20 17:31:14,不知道周一会不会出现批量st股跌停，但我有个习惯，在重要的时间节点要尊重市场的选择，不要说跌停，低开三个点都会立马剁了。我相信市场在大部分时候都是有效的，我一直努力让自己避免站在市场的对立面，虽然还是经常自作聪明跟市场对着干。
2021-11-21 15:13:29,“低pe实际上是一种筛选，往往会筛选出“重资产+高杠杆”的业务模式（另一种情况是强周期股的周期顶点），因为重资产+高杠杆是需要风险补偿的，需要很低的pe，只有在信贷比较宽松的情况下，这种补偿才可能是低的。在国内，与地产相关的行业——银行、地产、建筑等都具备类似的特征，所以，如果你按照低pe来筛选，很大一部分都是地产产业链。如果你笃信深度价值投资——投资低pe和低pb，那么，你实际上投的并不是价值，而是地产周期和信贷周期。表面上看深度价值投资或捡烟蒂策略似乎是一种普适的投资理念，实际上，它所适应的是特殊的行业和特定的历史阶段。因此，与其说2017年是低pe策略的成功，不如说是地产产业链投资的成功。那一年最大的关键词是棚改货币化。借着一波产业红利，恒大从4元附近涨到了最高的27.4元。2020年初疫情爆发，信贷短暂的宽松，让恒大的重资产模式回光返照了一下，最高股价再度接近27元。但是，2021年初的三条红线让一切都画上了休止符。”低pe=高风险，特别低的pe，意味着这公司快完蛋了。。。
2021-11-21 15:16:51,坦率的说，银行股（或者说重资产行业）是极难研究的一类标的，他的景气框架实际上是四阶的：估值、利润增速、资产质量、非对称性。但是，因为各种各样的原因，普通投资者也好，资深投资者也罢，总是被估值和分红迷惑（或许是DCF模型深入人心吧）。他们总是以为估值或分红能解决什么问题，实际上，并不能。估值只是一个结果，就像你喝多了酒会晕一样。基于低估值去抄底，有一个很核心的条件：那就是对称性。显然想清楚一个行业的业务模式和景气框架结构是困难的。所以，最可怕的还是那句话，（无脑地）价值投资，长期持有。如上面的案例所展示的，在低利润增速+非对称性之下，长期持有的结果是灾难性的。为了避免踩坑，还是要提醒大家以下几点：1、市场是有效的，即便短期无效，拉长了时间看一定有效；2、不要基于便宜去抄底；3、如果你要跟市场对着干，一定要确认你比市场上99%的人水平高；
2021-11-21 20:20:28,可以说，进入资本市场的人，都是冲着赚钱去，但我们的心态必须要放平稳，不要报着一夜暴富的心态入市，那样会很危险。很多时候，投资都是试探性的，每一次投资，都是一次试错。真正确定的、赚大钱的机会并不多，这才市场的常态，也是我们必须抱有的心态。所有预判必须得到市场验证才能加仓，如果说第一笔买入是试盘的话，那第二笔买入要得到第一笔的验证，第三笔要得到第二笔的验证，以此类推。那我们怎么来具体验证呢？首先，第一笔买入，无论你是根据基本面分析，还是技术分析，在有充分理由看多的情况下，买入第一笔，这笔是用来试盘的，就是要验证自己的判断是否正确。其次，第二笔买入，必须是在第一笔盈利的基础上买入，因为只有第一笔盈利了，才能证明你的判断是对的，否则，既然已经证明自己是错的，为什么还要继续买入呢？那就是错上加错，那就是赌！绝不可以在已经亏损的情况下，以摊薄成本的名义，去再次买入。即使你死扛第一笔，也不能加仓第二笔。这个时候主要考虑的不是加仓第二笔，而是考虑第一笔如何止损离场的问题。试盘，不是让我们盲目地跟着感觉去随意地入场，赚了就加仓，亏了就止损。而是要建立自己的一套投资体系，哪怕只是简单的出入场标准。建立体系标准之后，认真观察市场走势，耐心等待入场条件。如果入场条件成立，我们就要严格执行，坚定入场，但并不是直接下重注，而是先小量试盘性买入。然后，用试盘头寸的结果去验证这笔交易是否正确。对了，加仓；错了，止损。我们常说“钱在哪里，心在哪里”，你一旦拿上真金白银入市，就会对市场更加敏感，更能够用心去体会市场的心跳，感受价格的波动。试盘，就是要刺探多空双方力量的强弱。所以，试盘时，我们绝不能有主观的多空偏好，而是要“无多空”地，在交易系统的提示下出入场。不做死多头，也不做死空头，而要做一颗“海草”，随波飘摇，在浪花里舞蹈。我们要做一个真正的顺势者，不去预测市场，而是感悟市场，应对市场。——《试盘》虽然我不做期货，但交易是一样的，无试盘，不重仓。
2021-11-23 19:54:50,凡是沉迷炒股不专注主业的公司，一律拉黑。。。
2021-11-24 09:51:57,老式坐庄已经完全过时了，还想继续玩的要去港股，大a不流行这种玩法，崩盘是必然的。。
2021-11-24 18:25:55,受压实中介机构责任、强化股东信披监管及强调科创板“硬科技”属性影响，注册制下，2021年IPO终止数量大幅增加。据创业板、科创板官网数据发现，截至11月24日，今年已有178家企业终止IPO，其中终止审核166家（审核不通过12家、主动撤单153家、未在规定时限内回复1家）、终止注册12家（其中7家提交注册超半年），数量远超去年全年。次新股和st股炒作，看来是很难停下来了。。
2021-11-24 19:53:53,科迪集团重整招募投资人11月17号截止，七天尽职调查，今天是最后一天了，但一点动静都没有，不知道集团层面的消息在哪看，上市公司st科迪也不公告一下进展情况，好蛋疼。。。
2021-11-24 22:56:46,ST榕泰11月25日公告，持股7.99%的股东高大鹏在11月23日以自有资金通过大宗交易方式增持公司股份1298.07万股，占公司总股本的1.84%，成交价格为1.92元。增持后持股比例为9.84%。增持的目的：与上市公司和中小股东的利益形成更强绑定，推动公司治理结构的改善，协助公司尽早走出困境。这增持理由真是清新脱俗。。
2021-11-28 12:28:13,从中长期来看，钢铁基本面的下行趋势可能远未完成，原因主要来自地产周期的下行及未来供应端政策的不确定性。2020年疫情爆发后，钢价启动了持续一年多的大级别上涨行情，全球经济也启动了一轮强复苏。如果此番新毒株再度引发全球新疫情，全球经济可能较难再现上一轮的表现，原因在于疫情爆发时点所处的周期位置不一样。2020年Q1是全球经济短周期底部附近，周期见底叠加全球强刺激是过去一年多经济有力复苏的原因，而目前则是短周期顶部区域，如果没有新疫情，全球也会自然进入信用收缩阶段，而如果叠加新疫情，则须注意离岸美元流动性风险问题，因为目前全球杠杆水平已经较难承受大级别的信用收缩。
2021-11-28 19:24:31,唉，科迪集团没有一点动静，st科迪也不公告一下进展，好蛋疼。。
2021-11-29 11:07:11,崩盘的庄股都要需要考虑一个问题，就是有没有财务造假，如果财务造假，市场是很难进行准确定价的，任何底部都可能会被打穿，任何时候抄底都可能被套牢。。
2021-11-29 19:42:52,奇葩，最重要的招募战投信息居然不发出来，科迪集团战投到底是谁。。。
2021-11-29 22:17:44,招募战投是破产重整中至关重要的一个关节，没有战投，重整必定失败，招到战投，重整才能继续搞下去。科迪集团战投招募在11月17日已经截止了，第一次债权人会议也召开了，但现在问题是st科迪不公布最新情况，有没有战投，战投是谁，真是奇葩的要死。讲道理，半年前科迪集团没有找到战投，如果这第二次还没战投，就有点说不过去了，所以我还是倾向于有战投，并且这个战投可能是河南当地国资，或者是国资和民企的联合体。有战投，不管是以资抵债，还是现金偿还，科迪集团欠上市公司的十几亿都能弄回来。明天看股价情况吧，涨停就是稳中向好，跌停就是完蛋了赶紧跑路吧。。
2021-11-30 12:26:04,关于特殊破产。金融机构破产、国有企业和民营企业破产、跨境破产、关联企业破产。在上市公司破产中，应当具有挽救价值和可能的困境企业 ，禁止存在重大违规行为的公司重整 ，禁止不具备持续经营能力的壳公司重整，强化重整中投资者合法权益保护，强化上市公司破产重整信息披露要求 。      壳公司，重大违规违法公司，要避开这些坑货，别跟他们搞一起。。
2021-12-01 12:15:35,我有拼多多月卡，多多买菜一周至少使用一次，正常购买两三次，体验一年多了，感觉良好。如果是肉类的，无论是冰鲜还是半成品，质量没出过问题，反而是一些蔬菜水果之类的，容易有质量问题，可能是有菜农果农把多多买菜当成库存清理渠道了。总体来说还是很满意的。
2021-12-01 15:57:29,【不关注多空消息本身的逻辑，要关注市场如何选择多空消息】做投资需要是的买方思维，我们每天都会面对铺天盖地的数据、新闻和噪音，在充分降维后，市场会筛选出主线，形成最强确信度的方向和逻辑，然后，我们再顺势而为。这就是买方思维。不要先入为主地做预测，而要等待市场选择方向后，顺势而为。如果在做决策时，还像处理日常事务时那样，列举出正、反两面证据，在所谓的分析框架下，得到一个提前预设的结论，这叫卖方思维。我们每天耗费很多精力在处理各种信息上。市场的信息太多了，利多、利空都会同时存在，有时你认为是利多，但市场解读却是利空的；而有时你认为是利空，但市场解读却是利多的。先不说各种信息的纷繁复杂让你眼花缭乱，就是天天变来变去的各种逻辑，都会让你应接不暇。所以，自己会与对手、与市场有很多的预期差。我们不能被所信息左右，依靠消息或新闻来推断市场未来的方向，而是有投资的主线，从市场的角度去看这些信息，有时需要阴涨/阴跌聚集人气，有时需要加速明涨/明跌阶段性收割，有时需要震荡休息，但主线的趋势方向是不变的。我们也不知道市场会事先选择利多信息还是利空，但却可以从市场的选择后形成趋势的结果，来顺势而为。总之，不要去把关注点放在多空消息本身的逻辑上，而是要将关注点放在市场如何选择多空消息上。
2021-12-02 00:37:36,“一个人不能在同一件事上花几年功夫，还形不成正确的做事态度，正是这一点将专业人士与业余人士区分开来。正是看待事物的方法使得人在市场上赚钱或亏钱。一般 大众对自已的努力都有一种很外行的观点。往往自以为是因而思考往往不深入彻底。而专业人士注重的是力求行事正确，而不只是赚钱，因为他们知道如果做好每一件事， 利润自己会产生的。一个交易商应该象一个职业大玩家那样做，也就是说，他应该高瞻运瞩而不是只注重眼前利益。”
2021-12-02 07:09:26,官方点名三剑客，感觉这三个公司没救了。。
2021-12-02 07:46:47,st华讯 跟这三剑客走势背离，难道真抢救回来了。。
2021-12-02 07:56:58,仔细看了一下，确实每一项违规担保问题都有了应对解决措施，搞不好真能成功起诉深圳中院把重整重新搞起来。。。
2021-12-02 19:15:15,目前公司已不具备在2021年12月31日前完成重整的条件。——看来最终还是要退市，但退了可能还会回来，可惜了。。
2021-12-02 22:16:18,现在这批st股，可能最终会有二十个左右退市，这是十分之一的比例。。最好还是悠着点吧。。。
