发布时间,正文
2013-05-02 23:00:07,今天拿了个S4看了下。那些宣传的功能没有一个是好用的，都是玩具级别的东西。然后同事把后盖打开，任何人拿着那后盖都不会有买的欲望了，薄薄的一片塑料，随便弄一下就会变形，完全是山寨货的品质。三星现在完全是靠广告在吸引用户，无赖品质太差，没多少忠诚用户。
2013-06-01 00:43:02,"$Facebook(FB)$  最近半年，几乎每天都花半个小时在Facebook上，主要目的是深度使用这个产品，了解这个产品的愿景。现在可以讲讲这半年来自己的感受了。几天前查看到一个很让我震憾的页面，Facebook的allactivity页面。这个页面几乎记录着我在互联网(国外的流行应用)上的大部分行为：twitter发的信息，tumblr分享的东西，spotify听的歌，fab，pinterest等网站上点的like等等。如果说twitter,tumblr,pinterest分别是独立的生态系统的话，那Facebook是它们之下更底层的平台。大部分用户分享的信息最终都会同步到Facebook中，信息到达Facebook后就到达了信息传播的终点。以上所有的这一切都需要用户使用Facebook的账号登录各种网站或做关联，而在这一点上Facebook已经做得非常好了，许多网站提供注册之外都提供了使用Facebook账号登录了，甚至有些网站都不提供注册功能，只允许使用Facebook账号登录。Google目前主要是通过cookie跟踪用户，获取用户的信息，而Facebook通过用户的主动分享和与其它平台间的信息同步，让它成为最大的用户个性信息聚集平台，而且这些信息对Google来说都是无法索引的。对Google来说Twitter，Facebook上的信息就像是宇宙中的黑洞，一旦这个黑洞足够大了，Facebook再适时推出搜索，对Google将形成致命的打击，因为Facebook比Google更懂用户。所以Facebook与Google是天生的敌人，目前Facebook还没有过于关注营收，还在努力让它的账号成为其它网站让用户登录的首选，让用户在其它网站的活动信息更容易的同步到Facebook上，对于这样一个平台来说，未来有无数的可能。以现在的股价来看，一定是被低估了，赚钱只是迟早的事情。最后附送一篇美国14岁女孩使用iPhone的报告，里有提到用户对于Facebook的依赖：网页链接 再结合左边分享按钮的数字，可以了解到Facebook与Google+的差距。@不明真相的群众  @李妍"
2013-07-18 22:38:43,到今天为止，持有$奇虎360(QIHU)$ 满一年了。看了一下交易记录，最初两笔买入的数量刚好和现在持有的一样，当时的买入价格分别为14.91和14.96，当前交易价格为57。感谢浑水给了我那么好的机会，不过最重要的是我居然坚持持有了一年。这或许会是我投资生涯中第一支5倍股，甚至10倍股，接下来继续与时间做朋友。
2013-07-24 20:14:21,这种只分析数据不分析具体业务背景的东西没有任何价值。总的来说，在9个月没推出任何新产品的情况下还能有这个业绩已经充分说明了苹果的强大。先说说iPad，去年Q3推出了retina iPad，大家不要低估了Apple新产品的号召力，即使是你们都觉得不怎么样的iPhone 5也创建了3天卖出500万台的记录。作为苹果股东现在非常淡定地等待接下来的秋天和2014年。
2013-07-24 21:46:13,发现一个有趣的事情，许多人喜欢对自己不太了解的事实，仅仅凭着看新闻标题产生的印象就开始评论了。怪不得股市上输钱的人占多数。回答一下你的问题，苹果的新产品发布在很早时间Tim Cook就说了的。今年是苹果的产品调整年份，从年初到现在只在WWDC上发布了升级版的Macbook Air，这在以往是不多见的，13年秋季和14年会有多款新产品发布。 看看苹果今年的研发费用，就知道这一年他们并没有在偷懒，而是有自己的规划和节奏。
2013-08-14 21:42:43,市场占有率是个非常有趣的命题。如果把整个手机市场来算占有率的话，Apple在手机市场的占有率一直都很低，因为有大量的功能机。你说的这个Apple市场占有率不断降低应该是指智能手机市场。而事实上在智能手机使用率的一个重要参考指标：手机产生的页面访问量上iPhone的份额仍然很高。这基本上说明了，Android抢的都是以前功能机的份额。 至于应用开发这领域，在游戏之外，低端的Android用户消费能力非常有限，而且对于App也没有什么需求，很难看到你说的优先开发Android版本的情况。如果用户多，就有人开发应用的话，那Nokia以前的系统应该是用户最多的，也应该是应用最多的市场才对，但是事实远不是那么简单。生意模式有很多种，Apple的生意模式注定它不可以占有很多的市场份额，但是可以保证占有很大的市场利润。
2013-09-16 19:40:41,$奇虎360(QIHU)$  上上周五在85的价格出了奇虎。从14.96买入一直持有，中间因为赌AAPL的周报出过，但是几天后马上又买回来了。 前段时间感觉实在太疯狂，出于直觉把手上的全部QIHU都卖了。在奇虎上赚到了超过4倍，如果这一波会跌到70以下，考虑再进入。
2013-12-09 22:38:06,$500彩票网(WBAI)$  IPO那天买入的，挣扎了半个多月顺利解套。哈哈，继续拿着，看看明年会是什么情况。
2013-12-31 23:29:17,"昨天一个月账号几乎没啥动静，受QIWI,WBAI刺激，昨天做了一次豪赌。清空所有的FSLR和QIHU，全仓接NOAH的飞刀。 今年最疯狂的一次了"
2014-03-24 00:01:14,现在交易平台并不是仅仅获得佣金，佣金占天猫/淘宝收入少于20%，淘宝最大的利润来源是广告收入。那淘宝是怎么让自己的广告卖更多钱的呢？它是一边让更多的商家进驻，让淘宝的商品数量极其多（同一款东西有上千个卖家），这些商家为了生存不得不通过淘宝的直通车通过竞价购买广告，从而把广告价格炒高的。另一方面淘宝不允许这些商家通过其它方式来吸引流量（比如封杀商家在自己店铺里面的微信二维码），导致淘宝商家成本升高，变相将这些成本转嫁到消费者。现在淘宝搜索竞价收入已经超越百度了。 另外一个事实是，目前淘宝、天猫上80%的卖家是在亏钱的，这么几百万人，几十，上百亿资金的社会资源浪费在这个平台上。或许你会问，为什么这些商家亏钱还要在上面？ 是的为什么呢？ 因为马云利用他的公关团队一直在互联网，在媒体上宣扬你不做电商，你就要完蛋，所以很多企业是被舆论，被环境裹挟着不得不去做这个亏本的事情。有了上面所有这些，就能够理解为什么在淘宝里面混2年的一个很普通的运营人员，跳槽到传统企业可以拿到30-50万的年薪，因此这些传统企业被舆论给吓着了。最后，你真的觉得生态系统是健康的吗？这是共赢吗？另外再回头看看同样是阿里集团的另外一个子公司B2B为什么最终要退市? 其实它也和现在是一样的玩法哦。只是最后B2B平台上各个中小企业间竞争太激烈，而且再也忽悠不到新的客户了，这个游戏玩不下去了，业绩不断变差，无赖退市的。
2014-05-26 19:50:48,天猫服装类的退货率估计平均在30%以上吧，去年“双11”，服装类退货率超过50%。这数据还是挺恐怖的。
2014-10-13 23:16:14,$特斯拉电动车(TSLA)$ 这种兜售梦想的公司只能不断画饼来忽悠投资者了。新车仍然是富人的玩具，平民车依然遥遥无期…
2015-04-10 23:27:07,全仓NOAH一年多了，在买入之后认真研究了这家公司，越看越喜欢。在经历过各种过山车都没有抛售，到目前为止回报让我非常满意。
2015-06-19 20:38:59,巴菲特和芒格的投资哲学与金融界学术圈最大的区别在于对风险的定位不同。金融界学术圈把认为股价的波动是风险，而巴菲特和芒格只认为永久性的损失才是风险。所以股价的上下波动对价值投资来说并不会影响最终结果，当然以上前提是以合理的价格买入，不用Margin。
2016-01-14 00:34:58,$Lumber Liquidators控股(LL)$    最近看到BlackRock又加仓了到占总股本的12.8%了。 周末认真看了一下Q3的Conference Call。 公司在Q3精减了140个SKU，包括地砖等最近才开始做的业务以及销售量很低的SKU，将业务重心重新聚焦在公司创立之初的硬木地板业务上。从公司战略上看，非常认可这个策略，减少SKU可以更好地整合供应链，提升运营效率。Q3毛利率偏低有很大部分原因是低价清掉精减的SKU的库存，预计Q4的毛利率会有比较大的提升。16年Q2的时候60 Munites 的影响将慢慢消除，大概率会可以看到整个公司重新回到正轨。
2016-01-24 12:02:51,两年多之后再回头来看，Google除了市值增长了，仍然没有任何大的创新的产品出来，曾经被G粉吹的很神的Google眼镜已经失败了，Google+也失败了，Android彻底失去了高端市场。倒是Facebook通过收购Instagram，WhatApp构建了强大的移动互联网App矩阵。移动端的广告霸主将要毫无争议地变成了Facebook了
2017-01-20 22:26:53,$奇虎360(QIHU)$  12年上半年初入股市，初上雪球，刚好碰到中概股大跌，14.95买入一部分，后来在16块多还买了，最终在21块左右满仓。 结果在2013年下半年涨到85时卖出，当时觉得奇虎100亿美金市值有点高估了。 人生第一支5倍股，希望接下来还能有这样的机会。
2017-05-19 21:33:04,其实工艺粗糙反应的是这家企业的价值观问题。 话说从这几年的表现来看这家企业的价值观确实不怎么样，PR倒是一流。
2018-10-31 22:13:11,我想说的是，阿里平台上面95%的天猫商家在阿里这个平台上的生意其实是在亏损的，在这个平台只能挣到收入，但是很难挣到利润。 如果拼多多能做到2万亿，阿里的根基就已经完蛋了。 这也是为什么天猫一定要用“二选一”这样的策略逼那边商家不去别的平台。
2018-11-05 22:47:19,其实这个就是淘宝做的淘宝客，推荐返现。 这个产品形态特别适合拼多多目前的玩法和当前的用户群。
2018-11-14 23:06:30,其实平台类的电商都在刷单。天猫也一样都在刷单，KA商家刷单被查了，也没啥事。 一个在广州做快递站点的朋友，双11第二天快递站收到一车盐，都是刷单的包裹，用盐来凑重量。 天猫双11那个数字都是强制摊派给商家， 杭州那边出现一个买家当天在天猫消费了1953万， 除了刷单，没有其它办法解释这种行为了。
2018-11-24 15:07:35,淘宝上面很多店的绝大部分销量也只是来自于很少的几个商品。
2018-11-27 23:10:27,文中说的物流，供应链， 都是拿现在阿里已经有的东西来论证这些东西的必要性。首先说物流，平台模式下，现在的快递已经这么发达，拼多多根本不需要做这个。为什么阿里要做？  那是因为阿里看中了这块蛋糕，在没有做菜鸟之前，淘宝的GMV都过万亿了，那时候没有人说做电商必须要自己要做物流。至于供应链，天猫，淘宝的绝大部分GMV都是由平台商家完成的， 天猫对供应链并没有多大的掌握权，虽然要求商家都做系统接入，但是具体的决策仍然是在商家那里，而这些商家每时每刻都在找性价比最好的平台。 拼多多能够继续保持这个活跃度，3-4个季度后，大部分的天猫商家都会开始在拼多多卖货。还有一个事实要搞清楚，目前天猫平台上这么高的运营成本，上面的商家绝大部分都是不赚钱的，这些商家一直都期望有一个平台能够和天猫竞争。
2018-11-28 23:01:59,快递行业有中国邮政局在管着，阿里没有办法搞“二选一”的，所以我不清楚你说的卡住是指谁来卡，怎么卡。   大家都是做生意，没有哪个快递公司会放弃拼多多这么大的生意不做。
2018-11-29 10:00:15,你在拼多多上买几次农产品就明白了，他们对物流时效的依赖并不强，一般的快递速度已经满足要求了。你把生鲜和农产品搞混了，拼多多上面并没有卖青菜类的商品，卖得比较多的都是保质期比较长的一些蔬菜。 自营电商对物流才有比较高的要求，这主要出于用户体验和配送成本来考虑的，对于平台模式这些根本不是个事。  现在快递行业这么发达了，拼多多在现有的快递条件下完全看不到业务的天花板。 我看好拼多多是因为它目前的优势品类是高频需求，消费者从高频需求转向其它的品类是非常自然的过程。互联网世界高频打低频，优势是非常巨大的，微信支付几年间覆盖人群就超过支付宝是个很生动的例子。 最近我老婆在上面看到1000多块一瓶的雅诗兰黛都能卖好几千件了，40块钱一斤的泰国进口榴莲能买几千件，说明拼多多上面的客户的消费潜力非常大。 接下来就看越来越多的其它品类商家入驻后，会发生点什么吧。另外你对阿里太痴迷了， 相反阿里并没有你想像中那么强大。天猫，淘宝上的商家绝大部分对这个平台是既爱又恨，很多天猫运营小二对天猫的长期发展都没有那么乐观。 平台上那些赚钱的商家，除了品牌特别强的，其它的赚钱概念和彩票中奖差不多，只是大家还对中奖抱有一点期望才继续在这个平台上坚持。 他们一直在找寻找新的平台，便宜的流量，所以阿里的二选一不可能完全绑架这些商家的。至于你说的支付费率问题， 我觉得这正说明阿里企业治理存在极其不合理的地方，两个公司之间存在严重的利益输送问题。我们是不是可以预想一下，未来支付宝准备上市时，为了财报好看，提高淘宝的支付费率？
2019-03-13 22:27:33,淘宝解决95%以上假货问题还真的是一个程序员的事情。 而且我还亲身经历过特殊时刻，老板让程序员修改配置屏蔽平台假货的事情。
2019-04-03 22:58:17,然而P30 Pro白天拍照的色彩偏到姥姥家去了，红色的彩虹能拍成紫色...
2019-04-05 22:58:47,你知道商家在淘宝上传的商品图片都是要花钱吗？因为这些商品图片占了淘宝的存储空间，所以商家要花钱，如果这些商品和图片属于淘宝，为什么会要商家出钱？  腾讯说的用户头像和昵称和这个根本不是一回事，另外腾讯的平台允许其它App在经过用户同意后获取头像和昵称，作为这个用户在该App上的头像和昵称。 本质上这就是用户头像和昵称的一键搬家。  只是淘宝非常无耻，禁止商家通过这种方式将数据给到商家在其它的平台开的店。腾讯起诉抖音的事情是用户只授权给了抖音获取他的头像和昵称，结果抖音未经用户允许把这些数据给了另外一个公司做的App。
2019-04-05 23:58:05,你在淘宝搜索某个商品的时候，淘宝并不会把所有包含这个关键字的商品都展示出来。比如同一个关键词有3万个商品的标题里面包含了，但是淘宝会通过价格等其它因素决定展示2000条记录。 因此淘宝为了GMV和抽成，会更愿意展示那些单价更高的产品，而那些价格更低的商品只有通过商家自己去主动宣传才能被找到。 拼多多上面的商家在淘宝也都开店，其实淘宝可以直接调整搜索算法，增加低价商品的权重，这样用户自然能搜索到低价的商品，然而这个策略对淘宝的杀伤非常大，首先GMV和佣金会大大减少，因为低价的商品已经满足需求后，高价的商品更能卖了。其次当前那些买更高价格的商家，是淘宝直通车，广告的大客户，这些商家的销量下降后，必须会找其它办法获取流量，这时候他们发现只要低价就能获取流量时，可以用少量单品以亏本的价格获取大量流量，这会减少这些商家在直通车和广告上的投入。  所以淘宝现在不伦不类的用一个专门的频道来打拼多多。最后说一下，淘宝这个策略没有什么用处，因为拼多多的核心用户本身就很少手机打字搜索的习惯，其实在搜索后还要选择便宜购这个频道就更难了，所以这个策略伤不到拼多多的核心用户。 目前的策略只对两个平台都用的用户会有影响，影响面多大，等下一个季度的财报应该就能有个大致的预期。 个人感觉对拼多多会有影响，但是不会很大。
2019-08-21 18:32:08,阿里花了巨额的公关费抹黑拼多多。这是公关媒体圈都知道的事实了
2019-09-23 21:49:39,小米和Costco没有半毛钱关系... 不要以为搞搞定制，压低点价格就是Costco，那根本就没理解Costco真正的核心要素。   PDD才真正具备了的Costco之所以成为Costco最精髓的核心要素。
2019-09-23 21:57:39,$拼多多(PDD)$  看起来拼多多有把“百亿补贴”做成整个平台的『品牌馆』的意思了。如果做成了，那就真的太牛了。想想天猫花了多少广告费让别人认识到它的品牌定位吧。。。 百亿补贴把所有用来做品牌广告的钱全部用在给消费者让利上，让消费者帮它传播，达到了“百亿补贴”频道的商品『无假货，随便买』的定位。 这一招太厉害了！刚才在拼多多App上看了一下，之前的“品牌馆”栏目已经没有了。 拼多多这个团队太厉害了！！！
2019-10-12 23:01:51,可以看看王垠的这篇文章，写到了当前AI视觉面临的问题以及在宣传上的一些夸大。网页链接
2019-10-15 20:22:34,淘宝借助了众多商家力量才做这么大的，是不是阿里对商家要更客气点？
2019-11-04 22:09:22,如果拼多多采用亚马逊的玩法，把可以获得的利润全部投入到扩大业务规模上，阿里会不会有非常大的压力？ 毕竟阿里电商核心业务必须要保持高增长，高利润才能保证整个集团生态能够玩下去。如果拼多多用亚马逊的做法，不要利润只要营收，可以在非常长的时间保持高速增长，对阿里的挤压效应是非常强的
2020-03-12 23:06:48,阿里从2018年就通过公关团队发动了好多波黑稿攻击拼多多了，甚至成了了专门的团队负责从各种方面写拼多多的黑稿，现在看来这些效果还是比较有限。  拼多多上市曝光率最高的时候，阿里也动用黑公关在全网黑拼多多平台存在假货，很多人对拼多多的第一印象都是阿里这波黑公关给打上的。 然而现在将近2年了，假的终究没有办法战胜事实。
2020-05-19 22:55:15,如果HK的独立关税区地位在3年内丧失，会对这些回归港股的中概股公司的股价造成什么样的影响？
2020-06-30 21:33:03,国内互联网公司没有规则底线的竞争策略也是能成功的重要原因。
2020-12-28 23:30:02,$阿里巴巴(BABA)$ 接下来继续执行“坚决杜绝资本操纵舆论”这条要求，严厉查办阿里公关天团的各种骚操作，最后在央视来个起底，如何帮jack造神，如何帮蒋凡洗地，那时候阿里的信誉就要掉到和百度一样了。不知道现在抄底的人有没有考虑过这种可能
2021-01-16 00:13:48,$游戏驿站(GME)$ 昨天挂了35 close 掉最后一批今天到期的40张期权，最后这一批收益率大概是50倍。这是投资美股有史以来最高收益率的一次交易。 需要特别感谢 @狸哥很懒 @LeoJH
2021-01-16 14:59:23,可以看一下塔勒布的《黑天鹅》，里面讲的一个交易策略就是用小仓位的资金押注正向黑天鹅事件。
2021-01-20 10:36:23,那个蠢人只会按自己的意愿去理解别人说的东西。立个稻草人，进行批判
2021-03-05 19:15:09,一个账户 -1.5%，一个账户新高了
2021-08-25 09:27:24,$Opendoor(OPEN)$  大佬直接买了 7.86%的股份啊，看来最近有一波上涨了
2021-09-27 23:40:07,$PBF Energy(PBF)$  看看这波能到多少， 两个账户加起来的正股和期权可不少，看看能不能再创新高。
2021-10-24 11:30:41,方丈这个文章犯了典型的类比谬误错误。方丈列举的这些人都是专业投资者，他们和业余投资者本质上玩得是不同的投资游戏。 资金规模，强制的风控机制，信托责任这些都是不一样的，业余投资者利用好作为业余投资者的优势，追求长期高回报可以远远跑赢这些专业投资者。 巴菲特自己都说过如果只有100w美元资金，他可以做到每年50%以上的年化回报。投资是一个很有趣的领域，不同的参与者玩得其实是完全不同的游戏，拿着为那些管理以亿美元的基金研究结论来指导投资金额只有1-100w美元的个人投资者非常荒谬。 而个人投资者以这套规则要求自己，就完全放弃了自己相对于专业投资者的优势，无异于自缚手脚。
2021-10-28 22:16:32,$PBF能源(PBF)$ 空头还在做最后的挣扎，但是基本面已经完全站在多头这边了。
2021-12-04 09:39:39,其实特斯拉和AMC，GME一样都是meme股。不同的是挤空后买AMC，GME的都清楚自己只是投机，当前还存在挤空的预期，而很多人特斯拉的投资者被洗脑后，真的相信它值这个市值。
2021-12-15 19:50:55,19年年初均价18左右买了大量的PDD，几乎是满仓。然后年中开始发现了AR，觉得这是一个我能够把握的机会（从12年开始都是通过投资困境反转公司获得很不错的收益），当时的AR大概9块钱，买了点观察仓。8，9月份的时候经历了PDD的大幅上涨，虽然当时还是很看好PDD，但是觉得3，4块的AR和RRC的赔率更好，于是在30块左右清仓了PDD，买入AR和RRC。 然后PDD一路暴涨到200，AR，RRC一路狂跌，在20年3月份时AR最低跌到不足1块钱，RRC也在2块以下。 这时候我的美股仓位已经从高点回撤60%多。 然而我并没有清仓，相反我把公司的股票(另一个大牛股SE)卖掉，把钱转到美股帐户继续买入RRC和AR，然后RRC，AR开始一波大涨，去年年终两个美股帐户收益率都超过100%。 去年6月在买RRC 和 AR 时，发现了GME 存在short squezze 的可能，于是在5-6块左右买了一些期权和正股。 今年1月份 GME short squeeze 时非常开心地在140清了所有正股（结果后来继续暴涨到400多），270时清空最后一部分的期权。  时间拉回当下，PDD的股价是60块，比我卖出价涨了1倍，而AR的股价是17（我在14块左右卖出大部分仓位），是当时买入价的4-5倍，当时在100左右卖掉了SE，现在股价220，也差不多是1倍涨幅，RRC股价18，比当时2.6左右涨了6倍多，但是我在10块左右就卖了RRC。 回过头来看，现在很难确定当时的决策是否正确，但是我不希望再经历一遍其中的跌宕起伏。
2021-12-25 20:58:52,其实雪球上主要投资中概股的人绝大部分都不是价投。价值投资的本质是寻找价格低于内在价值的股票。首选要做的是能够评估出所投公司的内在价值，然而随便一个行政命令就可以让一家上市公司的主营业务完全摧毁，这种情况下是没有办法估值的。对于这种政策的随意性能够严重影响公司经营的地方的企业，唯一能做的风控就是控制头寸，所以重仓中概股的都是很难称为价值投资者。美股里的俄罗斯的公司也是这种政策不可控影响极大的公司，估值普遍偏低，很少基金会介入。 很多年前在美股看着QIWI这种俄罗斯科技股瞬间因为政策原因腰斩，后来再也不敢买这类股票了。 但愿中概股不要步俄概股的后尘
2022-01-04 23:46:19,$Sea Limited(SE)$ 没想到老东家还能跌到200以下啊，现在这个价格比我去年卖出的还要低了。 这个价格持续一段时间，那去年深圳这边从大厂挖来的AM M要郁闷了
2022-01-08 19:17:04,#2021滚雪球之旅# 这是我的雪球2021年专属报告>>过去一年，走过的投资路，都藏在我看过的帖子和送出的互动中: 网页链接
2022-01-21 16:14:13,你把阿里、京东、拼多多的活跃用户加起来，会发现活跃用户数是互联网人口的两倍多。这说明平均每个用户手机上都有超过两个购物的App，那么什么才是觉得用户现在在哪个平台买东西呢？很多人有个误解，以为电商平台对消费者有极其强大的吸引力，其实穿透下去看，大部分的吸引力其实是来自于平台上售卖的货物。所以电商平台的关键是控货，控货，控货。 平台上其他的服务只是锦上添花的作用，这可能也是马云很早以前一直看不起京东投物流的原因。如果天猫可以一直采用“二选一”的策略打击其他平台，其他平台不可能能在服装鞋帽领域做起来，这也是之前京东一直很无奈的原因。因为“二选一” 阿里获得了巨大的竞争优势，因为很多好的品牌只有在天猫上可以买到，所以你会看到用户第一时间回想到去阿里平台上购买。 现在这个优势失去了，那我们要观察一下，在京东，拼多多，天猫都可以买到这些品牌的商品时，用户会怎么选择，进而会影响商家会怎么投放他们的广告。
2022-01-23 22:28:28,哎 人性啊。  上涨的时候期待涨更多，尽快到下一个阶段性目标，开始下跌时想着能够快点反正，死拿着不放手，知道跌破心理底线，直接破罐子破摔，甚至都忘记保住剩下的钱，眼看着帐户继续急剧缩水。
2022-01-23 23:15:42,现在大家都在讲国内互联网的互联互通，普遍认为利好阿里。 其实互联互通还可能存在一种对阿里非常不利的场景，那就是阿里的商家被允许直接通过百度搜索，微信等站外渠道获得流量，不再从阿里的流量池采买流量，对阿里会是一个核弹级的利空。
2022-01-26 22:33:10,挺好的， 以这个员工的能力来看，去到哪都不愁工作。深圳有不少硅谷公司的研发中心，都是很不错的选择。就是不能惯着这些互联网公司里这群无能的管理者，没能力领导好团队，没有清晰的策略，只会要求下属加班，不断试错，把基层员工不当人，这个群体才是最应该滚的。 之前我带团队从来不看员工是不是加班，下班后我第一个回家，团队绩效也不差。当然作为一个伪外企，公司也不敢强制要求员工加班，但是很多团队加班的人还是不少。当然我个人也没打算要晋升，看着身边的同倸为了保住工作，承受巨大的压力就很可悲。比如害怕老板责骂，写个汇报邮件花上1天的时间，弄完了还要找其他同事一起看看有没有问题；因为某个事情按直接的想法做了，没有按老板的错误的方式做，被劈头盖脸骂。 就这样的职场环境，这样的管理者们早就应该被淘汰了。有趣的是后来被升职后，发现每周要多开很多没有任何意义的会，要做很多仅仅是给老板带来心里安慰的事情。 于是在所有部门里manager都在的会议上我把自己负责系统的事情说完，找个借口提前走人了，有些会议假装忘记了，不参加。  妈的，我出来工作出售的是我的专业能力，不是满足啥都不懂的老板瞎指挥的快感。 最后在美股挣够钱，盘算着可以独立做投资时，果断离职，放弃最后一年150w+的期权，提前离职滚蛋。
