发布时间,正文
2021-04-14 10:47:27,其实国内投资者研究电商时常陷入一个误区：国内电商平台的货币化率“不高”，“只有”3-4%的水平；理由是海外电商平台如亚马逊的佣金就高达15%，而以3P商家服务收入/GMV计算的实际货币化率达到20%+——卖方研报往往还会加深这种固有印象，配上一张高度悬殊的柱形图，看得投资人异常振奋，认为货币化率上行的空间还很大。这是一种只见表象的粗暴思维。20%+的货币化率高不高？当然是高的。但也要看这个高货币化率是怎么来的——亚马逊平台是欧美最顶级的电商流量平台，作为一个购物app的月活仅次于FB全家桶，这只是卖家选择亚马逊最浅层的原因。亚马逊以其长年累月投入沉淀下来的千亿美金级别物流基础设施，为第三方卖家提供包括物流、仓储、库存管理乃至售后的一系列服务；尤其在物流仓配这一块，亚马逊FBA比卖家选择第三方仓库和物流成本更低、时效更高（这和国内的情况非常不一样，卖家无论在哪个平台上都能通过通达系获得低廉的发货成本）。在这大20几个点的take rate中，开店的固定费用是很低的（39.9美金的月费），仓储物流费用则是实实在在地为卖家做到了全链路降本增效的，销售佣金15%虽然高，但是一则明码标价，二则是以实际销售额收取，从卖家的备货和销售规划而言，远比抽佣不高、却搞一堆算不清楚回报率的胡里花哨营销方案对长期运营更友好。结论：人家能收这个钱，那确确实实是从价值链上的诸多环节为卖家创造了更多的价值，而不止是挣了一个营销推广的钱。搭个轻资产平台坐收流量税的确是最舒服的商业模式，但当流量红利吃到了尽头的时候，平台有没有积累下来真正独特的竞争优势？换言之，有没有为消费者创造独到的购物体验？能不能为卖家提供无可替代的价值？如果没有，任何货币化率的提高都是饮鸩止渴，任何财务指标的改善都该被视为值得警惕而不是看好的信号。$阿里巴巴-SW(09988)$ $亚马逊(AMZN)$ $京东(JD)$
2021-05-10 20:20:17,前阵子刷到一个挺好的关于该不该全职投资的帖子，但是没有收藏刷过就翻不到了。今天和友人讨论，刚好想借鉴那篇文章中的一些数据，求助下各球友看看不知道能不能找得到。文章里大概是算了一下几百万（记不太清了，可能是500w）的可投资资产，对付大概一年20-30w的日常开支；但是倘若在行情低迷市值回调较大的时候刚好碰上家里用钱，回调就会造成永久性损失，导致长期收益率显著降低。结论是在可投资资产几百万、薪资收入几十万的情况下上策是继续边上班边投资而非全职投资。
2021-06-01 21:57:09,$Oatly Group AB(OTLY)$ 虽然咖啡老饕如我，知道燕麦奶绝对不止是乳糖不耐受和环保概念，但是这个涨法和估值的确突破想象了
2021-06-10 20:53:33,$亚马逊(AMZN)$ 一大完全无法被国内借鉴和学习的优势，源自美元的全球购买力和发达国家的制造业空心化。抽佣水平如此，卖家依然可以获得如此高的毛利率。同样的商品，国内大概能卖十分之一的价格？
2021-06-11 00:23:40,大半夜睡不着，不务正业推荐本小说吧，贝索斯与本人共同推荐：网页链接不知道除了@锅蒸之鱼 还有没有球友是石黑一雄同好
2021-06-23 18:43:39,看到此表，我好像终于悟了...大苹果18年以来大象起舞股价翻番的逻辑或许根本不是所谓的“从硬件估值转变为互联网服务估值”...$苹果(AAPL)$
2021-06-29 08:39:02,$Facebook(FB)$ 万亿美金俱乐部就是要整整齐齐
2021-07-17 12:28:56,临时起意想搜一下三星的资料，无意中翻到这个17年的问答（问腾讯和三星谁市值大）。这个答主的认知其实挺能代表当时多数人的判断的。四年过去，回头看感慨万千啊…
2021-08-27 13:01:06,$小米集团-W(01810)$ 想到一个有意思的问题：大家都知道小米从去年到今年以来经营上一个重要的转变是开始补齐线下渠道的短板，数月之内新开了几千家线下门店。但是从Q1和Q2的财报来看，利润率、现金流和周转率指标都没有任何恶化的迹象，甚至是在向好发展的；这是否从一定程度上表明，对于已具备数智化管理能力和经营规模的品牌，线上经营已经没有太大的成本优势了？为什么？
2021-09-13 19:25:13,$上海机场(SH600009)$ 在去年3月份的一次访谈中，张坤曾复盘过当初投资上海机场的逻辑，并将其视为自己最成功的投资案例之一。他对上海机场投资逻辑的独到解读，初读之下颇为惊艳：他认为，上海机场本质是一个微信一样的基础平台，能够零成本地锁定大量高价值的客流，从而通过流量来变现，是绝佳的商业模式（附原文访谈片段如下）。必须说明的是，我个人非常钦佩张坤的长期业绩和专业能力；但这份至今仍在广为流传的“上机流量平台论”，细想是存在不小瑕疵的：首先，张坤认为上海机场的流量成本为零，其实是从销售费用的角度考虑的，而非总的营运成本。然而，无论是机场建设的高额折旧，还是机场人员的薪资，都是机场为了“获客”而需要实实在在付出的真实成本；由于机场的设计产能有限，单客成本被分摊下降到一定程度必然遇到瓶颈，必须重新通过大额投资扩建来进一步“获客”。其二，基于物理公共基础设施的商业平台没有、也不可能有互联网平台的网络效应和双边市场效应。这点不作过多阐述了。其三，机场的“流量变现方式”各种显性和隐性的限制极大。众所周知，机场的收入分为航空性收入和非航收入。航空性收入方面，我国民航局的各项收费标准都是固定的，将飞机单架次收入限制在约3200元/架次水平，旅客的“ARPU值”则卡死在30元；2019年，在满负荷运营的情况下，2019年上海机场的航空性收入仅为40.8亿，光靠航空性收入完全无法覆盖高达54亿的营业成本。非航收入方面，机场实际上非常依赖于少数能够高效盘活商业价值的租客，其中最典型的就是免税运营商。在1月份那份著名的“掀桌子”补充协议之前，卖方分析师在研报中常津津乐道的一个数据是“面积仅占航站楼1%面积的免税商业，就为上海机场创造了37.88亿的免税提成收入”；其实这组数据本身，就隐含一个重大不利事实——上机的利润几乎完全来源于它的第一大租客，其余租户贡献的利润微乎其微；此外，由于机场航站楼必须留出诸多功能性区域，上海机场航站楼的“可出租商业面积”，其实本来就只有总面积的十分之一。另外，机场整体资产在上市公司和集团母公司公司之间的分配，本就是一笔算不清的账。对于上市公司而言，许多潜在的“流量变现方式”存在的前提，是相关经营主体首先得在表内。在这一点上，上海机场上市公司与集团母公司之间的分配已经算是同行里较为清晰的了，但仍有许多优质现金流资产放在表外（如物流公司、停车场），或是仅作为上市公司的联合营投资贡献部分投资收益（广告和油料公司）。这也导致失去免税收入的2021年，上机在国内航线已基本恢复的情况下，仍然无法实现扭亏。机场固然是很好的商业模式，浦东机场本身也绝对是中国乃至世界级的核心资产。但对于上海机场的投资者而言，以上问题都是不容忽视的。不可否认的是，放眼未来五年，疫情总将过去，我们总能看到年利润回归50+亿级别的上海机场，但当前价位对应的值博率，个人认为参与的意义并不大。
2021-10-19 18:13:16,翻$华润置地(01109)$ 21H1半年报，重奢重奢及非重奢购物中心零售额同比增长了87%及86%，和2019年同期比，也是增长83%及84%的增长；且这个增速受新开购物中心数影响并不大，因为同店租金同比也是60%+。隔壁$恒隆地产(00101)$ 内地高端商场的零售额同比最高增幅232%，大多数商场相较去年下半年都有两位数的环比增长。对比今年社零大盘的惨淡数据...一直都知道经济不好时富人消费韧性相对更强，但是真没想到如此夸张。
2021-10-29 22:02:12,$Meta Platforms(FB)$ 马克，你之前说用5年把Facebook打造成一家元宇宙公司，没想到不出5个月就做到了
2021-11-02 18:39:27,习惯了$亚马逊(AMZN)$ 的优秀，像Q3季报这样“大幅低于市场预期”的情况的确少见。美国港口供应链紧张、第三方卖家反馈“旺季不旺”的情况倒是早有耳闻，但某些数据的确比想象中来得还要糟糕：      -公司的经营现金流ttm连续两个季度下滑，从Q1的672.1亿美元下滑至Q3的546.7亿美元；-Q3净收入1108.1亿美元，同比回落至+15%；其中，自营电商增速已经降至3%；-Q3净利润仅31.6亿美元，同比-50%；而公司一直以来最注重的指标自由现金流ttm也连续三个季度下滑，由20 Q4的310.2亿美元下滑至25.5亿美元（要知道，投资者一直以来对亚马逊市盈率的容忍度都建立在不断增长的自由现金流之上）；-公司管理层对Q4的指引更加悲观：收入指引为1300-1400亿，对应的同比增速区间仅为4%-12%；净利润指引为0-30亿美元，远低于去年同期的69亿美元。-与之相比，比较亮眼的部分只有AWS和广告收入，同比增速分别达到39%和49%；尤其是前者的增速和利润率都比去年同期有所提升；虽然这些短期不利因素并不影响公司长期竞争力，但未来一两个季度降至10-15%区间的收入增速与开始下行的利润/现金流，让它阶段性看起来显得没有MAMAA中其他成员性价比高了。如果就此消化一下估值，明年或许又能迎来一个很好的中期机会。业绩会有几个地方觉得值得mark一下的：-公司在过去两年足足增加了一倍的履约面积，但都是真实需求拉动，并非分析师担忧的过度超前投资，管理层表示目前这些产能的利用率是100%，公司本季度是疫情以来头一次不再受到产能短缺的限制，但目前阶段处理能力的瓶颈不在履约面积，在于人力成本；-人力成本短缺、费用居高不下的情况预计要延续到2022年上半年；-供应链短缺、人力成本上升等不利情况的影响预计在Q4会增加到40亿美元（Q3是20亿），这是指引中利润率为何如此低的主要原因；-此外，数字娱乐这块的投入也将增加10亿美元；-虽然很重视数字娱乐这块的投入和Prime会员权益的丰富，但公司目前不便透露Prime会员订阅费用是否有涨价的计划，反而提到了视频广告可能存在的机会；-公司有留意到竞争对手试图通过物流配送时效与亚马逊对抗的情况，会进一步地满足消费者对于配送时效的需求，巩固公司当前的优势；目前，亚马逊在超过5000个城镇支持超过17万种商品的两小时配送，未来还可以做到1小时。
2021-11-07 13:57:19,$腾讯控股(00700)$ 关于《英雄联盟》和《王者荣耀》于腾讯游戏的战略定位和变现策略差异，这里讲得挺好：7.15 pDH:/ 胜负难料？深度剖析英雄联盟与王者荣耀的游戏内核！ %英雄联盟 %王者荣耀 %游戏  网页链接 复制佌鏈接，打幵Dou音搜索，直接观看视頻！没必要对《英雄联盟手游》的流水表现抱有不切实际的幻想（接棒王者），但LoL这个IP对于腾讯有另外的变现价值。今天EDG刷屏朋友圈的现象也是个例证。
2021-11-17 21:32:38,$哔哩哔哩(BILI)$ 几个值得记录的点：1、TV端数据与现有用户重合度低于20%；2、3Q 超过1.5万Up主入驻花火，YoY+25%，品牌复投率达到75%；3、双十一期间，日消耗突破2500万，在预算全平台排名第五，电商转化ROI平台全平台第一；4、视频形态的广告效率远超图文广告效率，是两倍左右，相信ecpm可以同比+100%；5、S赛在B站的直播，很可能是中国互联网历史上同时在线人数最多的电视节目
2021-11-23 19:00:59,对@Takun @港美王海天 @雨枫 说：三位老师请教下两个问题。一是关于PGC版权内容。目前B站的大会员收入实际上是能做到覆盖内容采购成本的，但这得益于讨巧的采购策略（比新片版权更便宜的经典老电影系列，有特色的纪录片和番剧）与目前转化为大会员的人群自身圈层特征的匹配。在未来的自制和版权内容采购策略方面，B站要如何平衡付费用户的转化和非线性增加的版权支出问题，避免重蹈三大长视频平台的覆辙？二是请教下目前B站目前的广告收入中各种形态的占比大概是多少，尤其是花火商单；这种形式的广告位是否从供给角度而言产能比较低效。长期来看，彻底放开UGC内容的贴片广告和相应分成的Youtube模式是否是up创收的最优解？谢谢~
2021-11-25 10:17:36,盯着球场，而不是记分牌，更加不要盯着裁判。（右时间轴到现在，谷歌股价又翻了近三倍）
2021-12-16 23:12:57,$贝壳(BEKE)$ 很认真地打开了做空报告。首先他们说，中介门店数有造假，因为实地考察的时候有些店已经倒闭了，有些店在平台上被标记为好几家店，我心想：fine。然后他们说调查的地点是在廊坊（廊坊在我国房地产市场多没代表性不用我说了吧），调查了51家链家门店，发现其中19家都已倒闭；所以“贝壳就把门店数夸大了59%”是这么来的...再然后他们说我们写了程序爬虫，发现贝壳平台2q-3q的GTV夸大了65%，具体怎么爬的怎么取样在附录1里（附录1巨长...）；接着他们说，根据贝壳披露的take rate 2.7%，乘以“我们所估算出来的真实GTV”，算出来贝壳把收入虚增了77%...看到这里我觉得没必要浪费我的大好夜晚再看下去了。作为一个前审计师，我表示会计师是有基本职业操守的（贝壳请的可是普华永道欸），如果要质疑收入这个最关键、审计程序最充足的科目，做空者需要拿出点更solid的东西才行啊。
2021-12-28 14:55:02,$中国神华(01088)$ 中午微信群里闲聊，突然想明白了组合中必须持有高股息标的的意义。其实道理很简单，但愚钝如我，直到今天才真正地“想明白”。很多投资者都会产生类似的疑问，所谓的“高股息”，其实也不过8-15%左右的股息收益率，而但凡愿意以3-5年的持有兑现期为前提去寻找，市场上具备翻倍潜力的标的并不算少；“高股息”标的相对而言股价往往缺乏弹性，实际收益率基本上就对应了股息率。然而保持高股息标的仓位，很大程度上给了投资者一个能更加从容地调整配置的余地。在大多数时间里，一个配置均衡的组合很难出现所有标的被集体高估或集体低估的情况，总是某一些阶段性涨多了，某一些阶段性跌多了。往往，在特定低估加仓的机会出现时，持仓的其他标的估值却仅仅是比较合理，卖出哪个去换其实都不一定划算；万一调仓结果是被左右打脸，还特别容易引起心态失衡，做出更多非理性的坏决策。于是对于长期持股者而言，一笔每年额外的现金流就能提供很大的好处了：你既不需要被迫卖出仅仅是合理偏高的标的，也不需要付出额外的资金成本上杠杆，也能有一些钱去加仓进入击球区的低估标的。如果分红到账了没有其他想买入的标的，也可以进行分红再投入。这个好处，越是长期持有就愈发凸显。
2022-01-15 16:50:27,$中国移动(00941)$ 为了多捆绑两年我这个人傻钱多（对话费支出不敏感）的用户，移动又连蒙带骗地塞给了我一部新手机…运营商这个用户留存成本，确实比之前想象中高啊
2022-01-26 10:44:12,$微软(MSFT)$ 业绩有多硬都不用多夸了，光这个信息披露就是顶级的了——季度业绩、业绩会纪要、录音、excel版最新财报、产品规划应有尽有...越是顶级的公司越没必要跟你遮遮掩掩故弄玄虚。同时这也是个人投资者的福音：公司太白了，你都不需要担心跟机构之间有什么大的信息劣势。
2022-01-31 17:29:10,@六和公益 新年好！给孩子们的红包也祝您虎年吉祥、幸福安康
2022-02-03 20:39:34,$Meta Platforms(FB)$ 最近眼睛不太好，应该不会出之前那种完整版的长点评了（起码长假期间不会出），简单聊几句——这份季报真的有那么差么？稍微跟过的其实不难了解到Q2以来业绩增速下滑是管理层主动预警过好几次的明牌。单看Top line，其实Q4的增速还稍微超预期了些：1）Q4单季收入336.7亿美元（yoy+20%），净利润102.85亿美元（yoy-8%）；Q4营业利润率37%，净利率31%。2）公司首次披露了VR等新兴业务分部数据。2021年全年收入22.74亿美元（yoy+99.64%），分部亏损101.93亿美元；也就是说传统业务的营收1156.55亿美元（yoy+36.55%），经营利润569.46亿美元（yoy+44.9%）。3）公司目前在手现金现金479.98亿美元，2021年全年回购了448.1亿美元，其中Q4回购了191.8亿美元；董事会已授权回购额度还剩387.9亿美元。4）总体看来，miss掉的主要是用户数据，利润端不消说，新业务的亏损都是要花出去的真金白银，广告主业的盈利能力；用户端DAU 19.29亿，环比Q3略降，是公司上市以来首次出现DAU下滑，MAU则为29.12亿，环比略增，用户结构上主要是新兴市场的增长不及预期，北美和欧洲粮仓用户数据基本是平稳的。指引方面：1）公司对2022年Q1的收入指引是270-290亿美元，同比增速仅为3-11%，也是市场反应剧烈的主要原因之一；2）公司对2022年全年费用的指引是900-950亿美元，较此前的910-970亿美元有所下调；资本开支指引290-340亿美元，维持Q3指引水平。目前股价（未考虑盘后20cm跌幅）对应P/E 22.6倍，对应EV/EBITDA 15.09倍。疫情逐步放开后22年不再有21年的低基数红利+苹果ATT影响深化，FY 2023全年增速可能降缓至10%-15%；新业务的Capex和大额费用支出尚未迎来拐点，悲观考虑2022年利润增速低至个位数——这些都是趋势交易者2022年看淡Meta的客观存在的原因，但仔细想想，哪个跟长期逻辑有关呢。
2022-02-15 23:07:04,推荐没看过14年索契冬奥会闭幕式的朋友看一看。俄罗斯民族与生俱来的浪漫天赋和高级艺术感，绝对是现代美学独此一份。这段7分多钟的表演看到最后，很难不眼角湿润——哪怕你我根本不是俄罗斯人。【索契冬奥会闭幕灭火音乐致敬80年莫斯科奥运会闭幕Сочи 2014 Церемония закрытия(Мишка плачет)TV Спорт-哔哩哔哩】 网页链接索契冬奥会的34年前，1980年莫斯科奥运会受到65个国家的抵制，成为最冷清的一届奥运会；闭幕式上，吉祥物米莎用眼泪表达自己的无声抗议，“米莎的眼泪”也由此流传坊间，作为美好的奥运精神沦为政治牺牲品的残酷象征。34年后的索契，那些当年未曾出席的国家都来了；有一个国家却已经不复存在。再度出现在奥运会场上的米莎走到舞台中央，在15面宛如莫斯科寒冬冰雪的长镜前踟蹰，15面镜子里都映射出米莎的身影，却都照不出一个完整的自己。它再次落下一滴泪，熄灭了奥运圣火，红色帝国往事如烟。
2022-02-22 16:11:52,$香港交易所(00388)$ 港茅跌的效率可太低了...
2022-03-15 17:44:38,没能力判断宏观政经走势，实事求是地说，港股熟悉的很多公司的确已经跌出了绝对价值，个人是增加了一些仓位（科网和传统行业高息股都有）。但是说实话，我没有能力判断是不是底部，或者这个底部区间会持续多久，只是在资产能达到预期可接受收益率的价格选择下了注。而每个人的持股周期、资金体量和预期收益乃至主观承受能力都是不同的；无论输赢，理性思考、保持独立决策是每个投资者的必经之路，唯一能给旗帜鲜明给出的投资建议只有一条：慎用杠杆。
