ID,发布时间,摘要,点赞数,评论数,转发数,链接,正文
373593908,2026-01-28 21:33:05,继 贸易，供应链，中药 之后，白酒也要加入我的暴雷高危行业名单之中，今年两个白酒 st 完蛋，基本说明白酒这行业已经不太能玩了，以后看到的新 st 统统都低看一眼……,25,25,0,https://xueqiu.com/8414489464/373593908,继 贸易，供应链，中药 之后，白酒也要加入我的暴雷高危行业名单之中，今年两个白酒 st 完蛋，基本说明白酒这行业已经不太能玩了，以后看到的新 st 统统都低看一眼……
373282575,2026-01-27 15:34:01,许多时候，搞懂市场的预期很重要，当市场目光集中在重整，重组，资金占用归还，控股权变更这些事件上面的时候，谁会去管业绩预亏不预亏，只要事件有进展，跌下来也是分分钟被资金抄底抄上去。更何况，如今板块内卷化空前严重，到处都是聪明人，你知道的别人也知道，你想等加星抄底，别人不怕加星就...,17,7,0,https://xueqiu.com/8414489464/373282575,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/373282575
）
许多时候
，搞懂市场的预期很重要
，当市场目光集中在重整
，重组
，资金占用归还
，控股权变更这些事件上面的时候
，谁会去管业绩预亏不预亏
，只要事件有进展
，跌下来也是分分钟被资金抄底抄上去
。更何况
，如今板块内卷化空前严重
，到处都是聪明人
，你知道的别人也知道
，你想等加星抄底
，别人不怕加星就提前把价格打上去
，你又能咋办
……"
372024402,2026-01-20 18:40:42,复盘和晒盘都不能做了，以后大家都是模拟盘，请知悉……,20,11,0,https://xueqiu.com/8414489464/372024402,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/372024402
）
复盘和晒盘都不能做了
，以后大家都是模拟盘
，请知悉
……"
371858040,2026-01-20 07:37:23,第一个正本清源是 st 博天，第三个差更比例 80% 应该是 st 沪科，第二个一年多次差更是不是 st 元成？,14,1,0,https://xueqiu.com/8414489464/371858040,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/371858040
）
第一个正本清源是 st 博天
，第三个差更比例 80% 应该是 st 沪科
，第二个一年多次差更是不是 st 元成
？"
371369424,2026-01-16 14:30:02,$ST新华锦(SH600735)$ 每次都是板上被爆头，f4 这帮人还没卖完吗……,15,6,0,https://xueqiu.com/8414489464/371369424,$ST新华锦(SH600735)$ 每次都是板上被爆头，f4 这帮人还没卖完吗……
369928699,2026-01-09 14:22:26,商业航天已经成了 st 板块的一个迷，很多 st 你完全搞不懂他为什么涨停，找了一圈，突然发现他被加进了商业航天概念股里面，好吧，商业航天果然牛逼。主板那么多带航天的牛股在脱离地心引力飞向太空，有个航字辈的 st，如果能活下来并摘帽，感觉有机会成为这一届摘帽冠军，不过能不能活，以及能不...,11,3,0,https://xueqiu.com/8414489464/369928699,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/369928699
）
商业航天已经成了 st 板块的一个迷
，很多 st 你完全搞不懂他为什么涨停
，找了一圈
，突然发现他被加进了商业航天概念股里面
，好吧
，商业航天果然牛逼
。主板那么多带航天的牛股在脱离地心引力飞向太空
，有个航字辈的 st
，如果能活下来并摘帽
，感觉有机会成为这一届摘帽冠军
，不过能不能活
，以及能不能摘帽
，风险可真是太大了
……"
369881392,2026-01-09 11:23:21,"差不多去年这时候踩雷了红太阳，今天想起来，感觉可以总结一下教训：1.充分尊重市场，不要把别人当傻子，博傻是非常危险的一件事。有句话是这么说的，如果你在打牌时 , 过了半小时还不知道谁是傻瓜 , 那么你就是那个傻瓜。我是割肉红太阳后才发现全场只有我是那个傻子，这真是个悲剧2.无...",27,12,0,https://xueqiu.com/8414489464/369881392,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/369881392
）
差不多去年这时候踩雷了红太阳
，今天想起来
，感觉可以总结一下教训
：
1.充分尊重市场
，不要把别人当傻子
，博傻是非常危险的一件事
。有句话是这么说的
，如果你在打牌时 , 过了半小时还不知道谁是傻瓜 , 那么你就是那个傻瓜
。我是割肉红太阳后才发现全场只有我是那个傻子
，这真是个悲剧
2.无论牛市还是熊市
，停牌被关起来的风险和潜在收益比起来并不一定会划算
。现在每个月都有一批新 st 到来
，如果你大仓被关半个月
，很可能会错失更大更好的交易机会
。这也是我今年不看这些除权填权 st 的原因
3.牢记 50% 思维
，我们都只是普通人
，无论做多少功课
，抄多少作业
，前面有多成功
，这次的交易成功率都是 50%
。当市场走势对你不利的时候
，一定要仔细想想是不是哪里出了问题
，自己是不是做错了
。任何时候为了保住本金而跑路都不丢人
，形势不利的时候跑路更是如此
。
先写这些吧
，写太多你们看着累
，我打字也累
……"
369623843,2026-01-08 10:16:06,这个时间节点，总有一些星 st 跌着跌着就会让人忍不住想他是不是要嘎了，比如某春天，这走势确定不是藏了什么惊天大雷么……,8,17,1,https://xueqiu.com/8414489464/369623843,这个时间节点，总有一些星 st 跌着跌着就会让人忍不住想他是不是要嘎了，比如某春天，这走势确定不是藏了什么惊天大雷么……
369272892,2026-01-06 15:17:15,知行合一，亏了也认……,12,3,0,https://xueqiu.com/8414489464/369272892,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/369272892
）
知行合一
，亏了也认
……"
368489716,2025-12-31 10:38:26,#2025滚雪球之旅#,15,7,0,https://xueqiu.com/8414489464/368489716,#2025滚雪球之旅#
368175637,2025-12-29 17:48:08,$ST华鹏(SH603021)$ 临时股东会议没见分歧，是不是真的要申请重整了？子公司逾期，大股东海科控股专门从别人手里接过来的债权，总不能是拿来过家家的吧……,9,4,0,https://xueqiu.com/8414489464/368175637,$ST华鹏(SH603021)$ 临时股东会议没见分歧，是不是真的要申请重整了？子公司逾期，大股东海科控股专门从别人手里接过来的债权，总不能是拿来过家家的吧……
368172063,2025-12-29 17:24:02,惠伦，福能，嘉澳，人福，百灵，最近这几个 st 开板之后走势迥异，嘉澳 人福 跌的最少，见底最快，惠伦 福能 百灵 跌得最多，要死不活，甚至还在继续向下寻找底部。新 st 翘板抄底，看起来简单，其实很难，如果功课没做到位，很容易出手就被闷杀。对市场还是要有敬畏之心，不要老是把市场当傻子，...,12,12,0,https://xueqiu.com/8414489464/368172063,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/368172063
）
惠伦
，福能
，嘉澳
，人福
，百灵
，最近这几个 st 开板之后走势迥异
，嘉澳 人福 跌的最少
，见底最快
，惠伦 福能 百灵 跌得最多
，要死不活
，甚至还在继续向下寻找底部
。新 st 翘板抄底
，看起来简单
，其实很难
，如果功课没做到位
，很容易出手就被闷杀
。对市场还是要有敬畏之心
，不要老是把市场当傻子
，市场真的大多数时候定价都是对的
……"
366870270,2025-12-19 20:30:01,这家伙是怎么做到精准避开 2022 年的？不然这一回直接就寄了……,4,6,0,https://xueqiu.com/8414489464/366870270,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/366870270
）
这家伙是怎么做到精准避开 2022 年的
？不然这一回直接就寄了
……"
366751836,2025-12-19 10:09:13,$ST嘉澳(SH603822)$ 又一个百元 st,8,2,0,https://xueqiu.com/8414489464/366751836,$ST嘉澳(SH603822)$ 又一个百元 st
366386266,2025-12-17 10:35:10,和很多人想的不同，现在的市场定价效率极高，压根不存在好东西没人发现的情况。尤其是龙头公司，场内场外到处都是拥有研究能力和定价能力的资金，像嘉澳、人福这些股票想跌都跌不下去，立马就会被资金一拥而上抄底抄起来。当市场关注焦点都集中在基本面的时候，所谓大盘差，位置高，抛压大，不过就...,7,5,0,https://xueqiu.com/8414489464/366386266,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/366386266
）
和很多人想的不同
，现在的市场定价效率极高
，压根不存在好东西没人发现的情况
。尤其是龙头公司
，场内场外到处都是拥有研究能力和定价能力的资金
，像嘉澳
、人福这些股票想跌都跌不下去
，立马就会被资金一拥而上抄底抄起来
。当市场关注焦点都集中在基本面的时候
，所谓大盘差
，位置高
，抛压大
，不过就是个笑话罢了
，一个集体冲锋股价就已经是围观群众高攀不起的样子
……"
366164015,2025-12-16 09:29:32,$ST人福(SH600079)$ 也是第一个板就要开了，今年真的大多数有较高投机价值的新 st 都跌不下去，可以说，市场定价从未如此有效，机构化特征如此明显……,7,5,0,https://xueqiu.com/8414489464/366164015,$ST人福(SH600079)$ 也是第一个板就要开了，今年真的大多数有较高投机价值的新 st 都跌不下去，可以说，市场定价从未如此有效，机构化特征如此明显……
365677890,2025-12-12 09:44:15,我一直以为，跌得多不一定低估，跌得少不一定高估，这是很普通的常识。但经过这些年观察，很多人似乎并不是这么看的，相当多的人连基本的功课都不做，就只是简单的看下跌幅和市值就下结论。他们这样能持续赚到钱吗，我表示非常怀疑……,10,9,0,https://xueqiu.com/8414489464/365677890,我一直以为，跌得多不一定低估，跌得少不一定高估，这是很普通的常识。但经过这些年观察，很多人似乎并不是这么看的，相当多的人连基本的功课都不做，就只是简单的看下跌幅和市值就下结论。他们这样能持续赚到钱吗，我表示非常怀疑……
365673702,2025-12-12 09:35:24,$ST嘉澳(SH603822)$,7,2,0,https://xueqiu.com/8414489464/365673702,$ST嘉澳(SH603822)$
365574489,2025-12-11 15:48:00,也是查了资料才发现，现在的地沟油已经不是以前的地沟油了，由于地沟油价格时不时会超过食用油，导致一些不法商贩会购买食用油加到地沟油里面来“以次充好”，没想到吧，我看到的时候都以为看错了……,10,3,0,https://xueqiu.com/8414489464/365574489,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/365574489
）
也是查了资料才发现
，现在的地沟油已经不是以前的地沟油了
，由于地沟油价格时不时会超过食用油
，导致一些不法商贩会购买食用油加到地沟油里面来
“以次充好
”
，没想到吧
，我看到的时候都以为看错了
……"
365562994,2025-12-11 15:02:41,这不会被埋了吧，祝我好运……,8,11,1,https://xueqiu.com/8414489464/365562994,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/365562994
）
这不会被埋了吧
，祝我好运
……"
365473527,2025-12-11 09:40:08,$ST嘉澳(SH603822)$ $ST惠伦(SZ300460)$ 看这架势，这两个估计最迟明天都会开板,7,0,0,https://xueqiu.com/8414489464/365473527,$ST嘉澳(SH603822)$ $ST惠伦(SZ300460)$ 看这架势，这两个估计最迟明天都会开板
364099236,2025-12-02 10:54:31,吴世春三个壳股，同样是 st，路通市值只有中珠一半，同样是内斗，路通吴世春已经获胜拿下控制权，而梦洁股份还在没完没了的内斗，以我朴素的认知，路通合理市值怎么都应该大于梦洁股份，至于能不能超越中珠，就要看什么时候注入资产和注入什么样的资产了……,14,7,0,https://xueqiu.com/8414489464/364099236,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/364099236
）
吴世春三个壳股
，同样是 st
，路通市值只有中珠一半
，同样是内斗
，路通吴世春已经获胜拿下控制权
，而梦洁股份还在没完没了的内斗
，以我朴素的认知
，路通合理市值怎么都应该大于梦洁股份
，至于能不能超越中珠
，就要看什么时候注入资产和注入什么样的资产了
……"
364096996,2025-12-02 10:47:05,$*ST太和(SH605081)$ 鉴于目前会计所在保壳的话语权越来越大，风险股在续聘或者新聘会计所的时候能够主动加钱，都应该视为一个积极信号。遥想当年，包括摩登在内的三个 st 一起停牌，结果只有摩登没加星，另外两个一个加星，一个退市（不是退市就是加星，记不太清了），摩登当时主动给会计所加钱应...,17,6,0,https://xueqiu.com/8414489464/364096996,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/364096996
）
$*ST太和(SH605081)$ 鉴于目前会计所在保壳的话语权越来越大
，风险股在续聘或者新聘会计所的时候能够主动加钱
，都应该视为一个积极信号
。遥想当年
，包括摩登在内的三个 st 一起停牌
，结果只有摩登没加星
，另外两个一个加星
，一个退市
（不是退市就是加星
，记不太清了
）
，摩登当时主动给会计所加钱应该起到了关键作用
……"
363275378,2025-11-26 10:11:36,$ST路通(SZ300555)$ 资产注入已经在路上,6,2,0,https://xueqiu.com/8414489464/363275378,$ST路通(SZ300555)$ 资产注入已经在路上
362478687,2025-11-20 15:42:05,$st垃圾回调买(ZH3391298)$1.st 板块可能还没见顶，但这个模拟组合年内高点肯定是已经看到了2.相比起以前的$坚守st股(ZH2132329)$ ，这个组合着重考虑了择时、止损和分散，导致净值曲线的回撤更平滑，上涨斜率更陡峭，整体感觉进步明显，这点我比较满意3.随着关注人数的上升，后面...,43,18,0,https://xueqiu.com/8414489464/362478687,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/362478687
）
$st垃圾回调买(ZH3391298)$
1.st 板块可能还没见顶
，但这个模拟组合年内高点肯定是已经看到了
2.相比起以前的$坚守st股(ZH2132329)$
，这个组合着重考虑了择时
、止损和分散
，导致净值曲线的回撤更平滑
，上涨斜率更陡峭
，整体感觉进步明显
，这点我比较满意
3.随着关注人数的上升
，后面组合可能会从 20 只 变成 30 只 st
，这样可以大幅降低我在网上被喷的风险
4.抄作业有风险
，投资需谨慎
，我只是个普通股民
，模拟盘不代表真实投资业绩
，谢谢
……"
362411647,2025-11-20 11:02:42,现在市场具有很强的学习效应，涨可能提前上涨，跌也可能提前下跌，就像五月st板块没有像往年那样调整而是直接被资金抄底抄上去。现在距离十二月这么近，如果 st 板块提前半个月见顶被资金砸下来也不必意外，毕竟场内资金获利如此丰厚，抢跑完全是可以理解的。涨时重势，跌时重质，后面要把注意力放...,15,7,0,https://xueqiu.com/8414489464/362411647,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/362411647
）
现在市场具有很强的学习效应
，涨可能提前上涨
，跌也可能提前下跌
，就像五月st板块没有像往年那样调整而是直接被资金抄底抄上去
。现在距离十二月这么近
，如果 st 板块提前半个月见顶被资金砸下来也不必意外
，毕竟场内资金获利如此丰厚
，抢跑完全是可以理解的
。涨时重势
，跌时重质
，后面要把注意力放在可以穿越调整
，有质地
，有赔率
，也有底部的股票上面
，尽量避开那些位置高
，风险大的垃圾股
。保住本金
，机会永远都在
……"
362012896,2025-11-18 10:36:34,$ST合纵(SZ300477)$ 很早以前就知道他的资金被人挪用重整投资了有棵树，今年十二月解禁，但这个涨幅仍然让我大为震撼……,7,6,0,https://xueqiu.com/8414489464/362012896,$ST合纵(SZ300477)$ 很早以前就知道他的资金被人挪用重整投资了有棵树，今年十二月解禁，但这个涨幅仍然让我大为震撼……
362007074,2025-11-18 10:19:34,$ST路通(SZ300555)$ 吴世春已经拿下董事会，什么时候才能发布实控人变更公告？是需要原大股东认可才能发吗，还是走个流程就行？,4,5,0,https://xueqiu.com/8414489464/362007074,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/362007074
）
$ST路通(SZ300555)$ 吴世春已经拿下董事会
，什么时候才能发布实控人变更公告
？是需要原大股东认可才能发吗
，还是走个流程就行
？"
361471605,2025-11-14 08:18:19,$ST长园(SH600525)$ 格力金投的三板斧，减持+投票反对改聘审计机构等多个议案+诉讼索赔 4.13 亿，可以看出真的很愤怒了……,8,3,0,https://xueqiu.com/8414489464/361471605,$ST长园(SH600525)$ 格力金投的三板斧，减持+投票反对改聘审计机构等多个议案+诉讼索赔 4.13 亿，可以看出真的很愤怒了……
361435444,2025-11-13 21:41:55,吴世春也成 st 老玩家了，这边 st 路通还在收尾，那边又开始接手 st 中珠股权，这么自信的开辟第二战场，说明真的有很多资产需要尽快装入二级市场来实现退出了……,13,10,1,https://xueqiu.com/8414489464/361435444,吴世春也成 st 老玩家了，这边 st 路通还在收尾，那边又开始接手 st 中珠股权，这么自信的开辟第二战场，说明真的有很多资产需要尽快装入二级市场来实现退出了……
359943285,2025-11-05 09:23:06,$*ST张股(SZ000430)$ 才发现张家界改成了这名字，还以为是同花顺出 bug 了……,2,3,0,https://xueqiu.com/8414489464/359943285,$*ST张股(SZ000430)$  才发现张家界改成了这名字，还以为是同花顺出 bug 了……
359259456,2025-10-31 11:02:06,$ST汇洲(SZ002122)$ 第一天成交量就这么大，应该是子公司和管理层在执行增持计划，估计不会有几个跌停了。做了一些功课，本来想看看有没有翘板机会的，但现在看情况只能放弃了……,8,3,0,https://xueqiu.com/8414489464/359259456,$ST汇洲(SZ002122)$ 第一天成交量就这么大，应该是子公司和管理层在执行增持计划，估计不会有几个跌停了。做了一些功课，本来想看看有没有翘板机会的，但现在看情况只能放弃了……
358649740,2025-10-28 19:48:59,现在的市场，资金冲的都是风险比较大的股票，风险低了反而没什么人玩。三季报出来，说摘帽稳了的，低开低走，说要退市的，高开高走。没办法，这也不是市场道德沦丧，而是保壳这事情就是这么无解，几乎每年这个时候涨得最疯的都是这些风险股。就好像 st 立航，都说退市风险太大，但你也要考虑大股东...,9,8,0,https://xueqiu.com/8414489464/358649740,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/358649740
）
现在的市场
，资金冲的都是风险比较大的股票
，风险低了反而没什么人玩
。三季报出来
，说摘帽稳了的
，低开低走
，说要退市的
，高开高走
。没办法
，这也不是市场道德沦丧
，而是保壳这事情就是这么无解
，几乎每年这个时候涨得最疯的都是这些风险股
。就好像 st 立航
，都说退市风险太大
，但你也要考虑大股东的想法
，他持股比例这么高
，一旦退市
，身家财富就是粉碎性骨折
，这能受得了
？自救是必然的
，市场上涨也一定是提前的
，不然等消息出来再买就成接盘侠了
。当然
，炒归炒
，该跑路还是要及时跑路
，毕竟如果真的救不了
，内幕资金就要跟你比赛谁跑得快了
……"
356665691,2025-10-15 09:42:23,$ST新华锦(SH600735)$ 十几二十亿市值的小公司，能够持续分红的屈指可数，新华锦从各方面来看都很像华微，当然行业属性这个没得比，但遇到的问题，和最终解决的路径应该是差不多的，大概率最终是山东国资接手控股权,9,3,0,https://xueqiu.com/8414489464/356665691,$ST新华锦(SH600735)$ 十几二十亿市值的小公司，能够持续分红的屈指可数，新华锦从各方面来看都很像华微，当然行业属性这个没得比，但遇到的问题，和最终解决的路径应该是差不多的，大概率最终是山东国资接手控股权
355741104,2025-10-09 10:50:38,$*ST华微(SH600360)$ 现在这半导体板块都发疯成什么样了，再看看你这半死不活的样子，真是无语，建议连夜加班开除出半导体户籍……,10,7,0,https://xueqiu.com/8414489464/355741104,$*ST华微(SH600360)$ 现在这半导体板块都发疯成什么样了，再看看你这半死不活的样子，真是无语，建议连夜加班开除出半导体户籍……
355739496,2025-10-09 10:45:48,$ST板块(BK0400)$ $上证指数(SH000001)$ 现在每次指数一爆拉，st 就跌的稀里哗啦，这当血包的日子什么时候才到头啊……,12,1,0,https://xueqiu.com/8414489464/355739496,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/355739496
）
$ST板块(BK0400)$$上证指数(SH000001)$ 现在每次指数一爆拉
，st 就跌的稀里哗啦
，这当血包的日子什么时候才到头啊
……"
354937838,2025-09-29 13:57:20,长园这走势真是狗看了都摇头，全部割肉跑路了……,6,14,0,https://xueqiu.com/8414489464/354937838,长园这走势真是狗看了都摇头，全部割肉跑路了……
354334013,2025-09-25 09:43:57,$ST长园(SH600525)$ 把珠海国资投上去,9,3,0,https://xueqiu.com/8414489464/354334013,$ST长园(SH600525)$ 把珠海国资投上去
354142120,2025-09-24 10:19:21,9.25 珠海国资大概率要正式上位把控公司大权，9.30 还清占用剩余的 1958.98 万概率也不低，很多时候长时间跟踪一个股票就是为了等待一个合适的买点，现在位置会是这个买点吗……$ST长园(SH600525)$,14,2,0,https://xueqiu.com/8414489464/354142120,"来源
：雪球App
，作者
： 梦游坤哥
，
（https://xueqiu.com/8414489464/354142120
）
9.25 珠海国资大概率要正式上位把控公司大权
，9.30 还清占用剩余的 1958.98 万概率也不低
，很多时候长时间跟踪一个股票就是为了等待一个合适的买点
，现在位置会是这个买点吗
……$ST长园(SH600525)$"
354033614,2025-09-23 15:48:33,地方广播电视行业基本都已经被时代淘汰，顺势转型算力中心完全就是大势所趋，吉视传媒和贵广网络这些广播电视公司股票动不动发疯，反正离摘帽也没几天了，万一$ST广网(SH600831)$ 也跟着疯一把呢……,7,4,0,https://xueqiu.com/8414489464/354033614,地方广播电视行业基本都已经被时代淘汰，顺势转型算力中心完全就是大势所趋，吉视传媒和贵广网络这些广播电视公司股票动不动发疯，反正离摘帽也没几天了，万一$ST广网(SH600831)$ 也跟着疯一把呢……
353354402,2025-09-18 19:23:46,海华，威尔，原尚，返利，这些 st 最近走的都特别强势，仔细想想，却是有很多的相同点。比如，加星，小市值， 营收不过三亿，今年并购重组动作已落地，确定保壳有望摘帽。其实按照这个思路，亚振，宇顺也都具有这些特征。可能这就是这段时间最强的牛股密码吧……,20,19,0,https://xueqiu.com/8414489464/353354402,海华，威尔，原尚，返利，这些 st 最近走的都特别强势，仔细想想，却是有很多的相同点。比如，加星，小市值， 营收不过三亿，今年并购重组动作已落地，确定保壳有望摘帽。其实按照这个思路，亚振，宇顺也都具有这些特征。可能这就是这段时间最强的牛股密码吧……
352990380,2025-09-17 09:43:18,$*ST中基(SZ000972)$ $*ST新研(SZ300159)$ 这两兄弟真是卧龙凤雏，涨起来异常凌厉，跌起来异常凶猛，简直就是复制粘贴，一模一样，这是请的同一个操盘手吧……,8,2,0,https://xueqiu.com/8414489464/352990380,$*ST中基(SZ000972)$ $*ST新研(SZ300159)$ 这两兄弟真是卧龙凤雏，涨起来异常凌厉，跌起来异常凶猛，简直就是复制粘贴，一模一样，这是请的同一个操盘手吧……
351936882,2025-09-10 16:05:55,市场期待随便收个垃圾资产保壳（❌）市场期待的是注入热点资产翻倍（✅）$*ST兰黄(SZ000929)$,9,10,0,https://xueqiu.com/8414489464/351936882,市场期待随便收个垃圾资产保壳（❌）市场期待的是注入热点资产翻倍（✅）$*ST兰黄(SZ000929)$
